speed_threshold,timeline,sec_name,n_points,coverage_density,coverage_time,coverage_max_gap,max_jerk,max_acceleration,max_speed,median_jerk,mean_median_jerk_ratio,gt_error
80,train_bus_ebike_mtv_ucb,berkeley_to_mtv_SF_express_bus/walk to the bikeshare location_4,423,1.081873462146632,0.9757339130025251,0.03252413397510759,141293333.95320213,31502.218990385096,57.96645655927732,1.6245993153627831,4.851027869117164e-06,5.692611509058333e-10
80,train_bus_ebike_mtv_ucb,berkeley_to_mtv_SF_express_bus/ebike_bikeshare_urban_long_4,1297,1.2473953722311308,0.9896004625907594,0.026306103137409238,1184327935.2193735,690123.6195144085,847.8045626383232,21.753792999165757,1.9016211222784047e-05,7.481166846026598e-10
80,train_bus_ebike_mtv_ucb,berkeley_to_mtv_SF_express_bus/express_bus_4,2768,1.1595518300253291,0.9747157004676398,0.022551468031725974,44780511492.07574,9003792.694218282,5209.622224890267,38.16571451331828,6.217628401283536e-07,7.342253319793175e-10
80,train_bus_ebike_mtv_ucb,berkeley_to_mtv_SF_express_bus/walk_downtown_urban_canyon_4,687,1.0155550644716347,0.8680409604215221,0.12373774916571322,1.4572378595900606e+16,45166235606.413246,182000.4166488166,12.070394628513478,3.0908237343985824e-13,8.02529976053429e-10
80,train_bus_ebike_mtv_ucb,berkeley_to_mtv_SF_express_bus/light_rail_below_above_ground_4,978,1.1316995244750658,0.9762004634048554,0.033598595902322205,2.085992467031601e+16,24866972505.86797,379555.2020998466,27.86301719910596,7.367888780072152e-13,8.145851430344032e-10
80,train_bus_ebike_mtv_ucb,berkeley_to_mtv_SF_express_bus/commuter_rail_with_tunnels_4,4839,1.1691312469162367,0.9968915805502455,0.03569284342887911,57352606641602.38,82288995.3656966,14970.971110510656,842.1364519255002,6.962093523942022e-08,7.999884506231548e-10
80,train_bus_ebike_mtv_ucb,berkeley_to_mtv_SF_express_bus/inner_suburb_downtown_walk_4,1081,1.0827986868850388,0.9966288053274287,0.04725599698187916,1777300607.6124265,1811263.2465996575,3080.995480996913,1.1735805082357729,2.8919469773816195e-07,7.13358173776683e-10
80,train_bus_ebike_mtv_ucb,mtv_to_berkeley_sf_bart/walk_to_caltrain_5,953,1.0955377151487455,0.9487565568801912,0.057725635077007946,3.89214665437874e+17,251994435383.24158,1012415.5558300182,2.328373848898359,1.873306860154069e-15,7.066114844795951e-10
80,train_bus_ebike_mtv_ucb,mtv_to_berkeley_sf_bart/commuter_rail_aboveground_5,2913,1.1698908683633351,0.9963953555114579,0.03398391860120614,4.9219859134917706e+20,117349322355550.31,55956485.3754734,830.392163342334,3.275510424200365e-15,7.225986198398043e-10
80,train_bus_ebike_mtv_ucb,mtv_to_berkeley_sf_bart/subway_underground_5,3900,1.1853006964856805,0.9954414281855775,0.01894507049102479,inf,inf,inf,126.1460365100655,0.0,8.022390272317053e-10
80,train_bus_ebike_mtv_ucb,mtv_to_berkeley_sf_bart/walk_to_bus_5,304,0.981224067490317,0.8824163210476238,0.275081972966545,688262112.899375,480147.0370445035,517.6009395383699,10.06453857357402,2.4070341397435703e-06,8.417568395528515e-10
80,train_bus_ebike_mtv_ucb,mtv_to_berkeley_sf_bart/city_bus_short_5,309,1.3267780084595318,0.9682903930443685,0.040695809414695146,30242241473.895466,8024642.390151613,10656.159174313543,37.60776443491867,1.9528668171469909e-07,6.4425497260919e-10
80,train_bus_ebike_mtv_ucb,walk_urban_university/walk_urban_university_5,826,1.0912703168849494,0.9421291304192584,0.04199304766873166,50904159449.739204,12488381.589853128,3064.1061564907886,1.9758767242048134,2.002892841706773e-08,8.783406312073868e-10
80,train_bus_ebike_mtv_ucb,berkeley_to_mtv_SF_express_bus/walk to the bikeshare location_5,356,1.1082698172397754,0.9969791596642373,0.04532214633936056,5783.810723081364,371.39291652448264,28.271788865060433,0.9460514113712821,0.037898423353695795,5.692611509058333e-10
80,train_bus_ebike_mtv_ucb,berkeley_to_mtv_SF_express_bus/ebike_bikeshare_urban_long_5,1414,1.2221166437991446,0.9450685497599555,0.05051760034366362,216095137465.2246,5976464.593526521,576.9903035733963,31.728861561556947,1.5169990911624146e-07,7.481166846026598e-10
80,train_bus_ebike_mtv_ucb,berkeley_to_mtv_SF_express_bus/express_bus_5,2381,1.1901073489375285,0.9672676801054748,0.03130540069734831,90984837205358.64,108801872.53187199,11740.213929776206,655.6062538055288,1.711312037713504e-08,7.342253319793175e-10
80,train_bus_ebike_mtv_ucb,berkeley_to_mtv_SF_express_bus/walk_downtown_urban_canyon_5,652,1.0130380518125965,0.8750108211175981,0.12039522392531701,2.4616508838155915e+19,5417569012921.58,1937473.641026072,6.792535152337878,9.232193370815162e-17,8.02529976053429e-10
80,train_bus_ebike_mtv_ucb,berkeley_to_mtv_SF_express_bus/light_rail_below_above_ground_5,799,1.1549854912682338,0.9736099643277499,0.021941972004401105,737039050.9289128,405718.9601121262,1080.9062600788811,11.83747867831113,4.757919991965468e-06,8.145851430344032e-10
80,train_bus_ebike_mtv_ucb,berkeley_to_mtv_SF_express_bus/commuter_rail_with_tunnels_5,4252,1.1966217433545243,0.9952035473921623,0.023326300483583418,2051066633807.1162,66197514.216130994,15246.42368775293,544.4381423029607,7.319772940673382e-07,7.999884506231548e-10
80,train_bus_ebike_mtv_ucb,berkeley_to_mtv_SF_express_bus/inner_suburb_downtown_walk_5,1063,1.0837897723786443,0.9964671672294578,0.049945147447710295,618631502.0341696,812622.3333215876,1075.589700838115,1.061340282522323,1.8136363921780397e-06,7.13358173776683e-10
80,train_bus_ebike_mtv_ucb,mtv_to_berkeley_sf_bart/walk_to_caltrain_6,945,1.0943668186564532,0.9533283105384409,0.047387994095183975,783388175675.4169,88344279.43169256,9966.908708835308,1.94713440528625,2.3473026029183693e-09,7.066114844795951e-10
80,train_bus_ebike_mtv_ucb,mtv_to_berkeley_sf_bart/commuter_rail_aboveground_6,2859,1.174898475263851,0.9968861495782776,0.03147638182223582,299919474588.5014,28430317.505191967,26898.64961929429,1836.0168616375745,3.5959356726290295e-06,7.225986198398043e-10
