acceleration_threshold,timeline,sec_name,n_points,coverage_density,coverage_time,coverage_max_gap,max_jerk,max_acceleration,max_speed,median_jerk,mean_median_jerk_ratio,gt_error
50,train_bus_ebike_mtv_ucb,mtv_to_berkeley_sf_bart/subway_underground_1,3887,1.1905516105002931,1.0003206627360088,0.023334468558269653,199369499.48046434,164052.89543698245,1682.1378877232326,21.293463954609756,0.00010864633087043981,8.022390272317053e-10
50,train_bus_ebike_mtv_ucb,mtv_to_berkeley_sf_bart/walk_to_bus_1,215,1.004735401206298,0.911562966245256,0.22091537710977163,54.82362295449031,8.44275450150929,4.055233215846767,1.3397504382002785,0.19068915488332205,8.417568395528515e-10
50,train_bus_ebike_mtv_ucb,mtv_to_berkeley_sf_bart/city_bus_short_1,535,1.1655471854371682,0.985812079005009,0.06753482850946223,14864.927320979443,316.4502866987787,28.94022300277294,20.34721267785228,0.0784662529825363,6.4425497260919e-10
50,train_bus_ebike_mtv_ucb,walk_urban_university/walk_urban_university_1,888,1.0837592209826854,0.981547599581547,0.0516258677065059,17853.694317068006,150.8983391453727,12.578639313896117,0.9224906291124911,0.023133831775455943,8.783406312073868e-10
50,train_bus_ebike_mtv_ucb,berkeley_to_mtv_SF_express_bus/walk to the bikeshare location_1,219,1.0886989909077598,0.9122379216984541,0.07705307575992829,2089913.8692649794,12490.965435010788,154.7505060106951,0.36435178974221827,4.919420586257231e-06,4.6000558237409036e-10
50,train_bus_ebike_mtv_ucb,berkeley_to_mtv_SF_express_bus/ebike_bikeshare_urban_long_1,1446,1.2156335333163455,0.9847222980441585,0.02942364450153387,133523055.81490213,239954.83356967106,744.4763161540151,13.578791637766397,0.0001387092311191249,7.591327569011733e-10
50,train_bus_ebike_mtv_ucb,berkeley_to_mtv_SF_express_bus/express_bus_1,2788,1.1667078001059064,0.9680565455712624,0.032557091799460675,2374026468.5471835,111870.50931403777,97.90974539985915,27.94564369753878,3.261044489714656e-05,6.822293654972005e-10
50,train_bus_ebike_mtv_ucb,berkeley_to_mtv_SF_express_bus/walk_downtown_urban_canyon_1,616,1.015901936064148,0.8355087179233089,0.15274309552911727,16640.738495143298,112.02563710560368,14.459242646346963,2.464949787113528,0.051529256949190506,1.060580868851958e-09
50,train_bus_ebike_mtv_ucb,berkeley_to_mtv_SF_express_bus/light_rail_below_above_ground_1,869,1.1473698556097034,0.9786147138947457,0.019144819487237057,1139127.8595037549,2053.194687887496,226.9606839235409,10.903325210305642,0.0058233209344055485,8.145851430344032e-10
50,train_bus_ebike_mtv_ucb,berkeley_to_mtv_SF_express_bus/commuter_rail_with_tunnels_1,4797,1.1709937918704554,0.9974629494858669,0.018591093251114004,10681644.619007884,90781.5300014924,1011.1638530106403,51.71980977893362,0.005356316904672889,7.999884506231548e-10
50,train_bus_ebike_mtv_ucb,berkeley_to_mtv_SF_express_bus/inner_suburb_downtown_walk_1,1188,1.0741179542130046,0.990482093698399,0.033000782960773314,908671107.0106206,222131.194684912,501.51396866333266,0.563711179727188,6.613652771159777e-07,7.13358173776683e-10
50,train_bus_ebike_mtv_ucb,mtv_to_berkeley_sf_bart/walk_to_caltrain_2,874,1.1060416088779463,0.946898082048759,0.05662675466418566,2704.98542850588,76.19892037898671,16.97000751998191,1.4356070940003356,0.062236887233426456,7.066114844795951e-10
50,train_bus_ebike_mtv_ucb,mtv_to_berkeley_sf_bart/commuter_rail_aboveground_2,2829,1.1762425625760404,0.9906286112725478,0.026191998673185484,12360340.620642945,57525.12306192974,1497.8905505606062,65.19568556172933,0.001682965162750335,7.225986198398043e-10
50,train_bus_ebike_mtv_ucb,mtv_to_berkeley_sf_bart/subway_underground_2,3860,1.192435790475897,0.9997369244303439,0.02256133161659185,17905866607.644268,17904564.849577762,17921.18702679067,37.81779372758359,5.33853104769421e-06,8.022390272317053e-10
50,train_bus_ebike_mtv_ucb,mtv_to_berkeley_sf_bart/walk_to_bus_2,223,1.010808397537759,0.9157830282006431,0.18147015759076274,148.2091190679197,18.25818716094238,5.134224834078664,1.120235038003852,0.18421634248626345,8.417568395528515e-10
50,train_bus_ebike_mtv_ucb,mtv_to_berkeley_sf_bart/city_bus_short_2,499,1.1780228118129996,0.9696751684918068,0.06365285676494548,25763.678281930872,1020.2449681266111,63.97661812700242,24.18836524370975,0.06374678210736369,6.4425497260919e-10
